Phylum,Class,Order,Family,Genus,Species,Strain,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__Hypsibius_dujardini,ASV_26126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132626,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__Hypsibius_dujardini,ASV_33308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141143,0,0,0,0,0,0,0,0,0,0.001448269,0,0,0,0,0,0,0,0,0,0,6.21311E-05,0.000131121,0.000148412,0.000227808
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__Hypsibius_dujardini,ASV_4903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21833E-05,0,9.45224E-05,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__Hypsibius_dujardini,ASV_9354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7688E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94707E-05,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__uncultured_Bacteroidetes,ASV_10730,0,0,0,0,0,0,0,0,0,0,0,0,5.18296E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__uncultured_Bacteroidetes,ASV_11195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87417E-05,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__uncultured_Bacteroidetes,ASV_12847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124642,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32749E-05,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,na,ASV_1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3638E-05,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,na,ASV_34463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002784494,0,0.000802246,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,na,ASV_36679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22297E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000494707,0.000238279
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_12534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.939E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_12784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000511279,0,0.000888727,0,0,0,0.001268354,0,0.000222311,0.000619948,0,0,0.000557607,0,0.000333433,0,0.000253632,0,0,0.001774133,0,0.000899463,0.000269382,0.000714098,0,0,0.000367404,0,0.000493098,0,0.000397195
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_19558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60342E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_21295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79846E-05,0,0,0,0,0,0,0,0,0,0,0.000562556,0,0,0,0,0,0,0.000359816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_26744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133298,0,0,0,0,0,0,0,0,0,0,0,0.000106883,0,0,0,0,0,0,0.000163059,0,0,0,0,0,0,0.000134953,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_27892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155514,0.000567605,0,9.49938E-05,0,0,0,0,0,0,0,0,0,0,0,8.73607E-05,0,0,0,0,0,0,0.000157381,0,0,0,0.000160102,0.000289542,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_28518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167977,0,0,0,0.000461148,0,0,0,0,0,0.001508539,0,0,0,0,0,0.000528678,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_28802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000241546,0,0,0,0,0,0,0,0.000615549,0,0,0,0.000171028,0,0.000236541,8.90908E-05,0.000343997,0,0,0.000938981,0,0,0,0.000205743,0,0,0.000605275,0,0,0.000145402,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_30447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178039,0,0,0,0,0,0,0,0,0,0,0,0.000117385,0,0,0,0.000172371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_32980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128304
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6819E-05,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_3734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52656E-05,0,0,0,7.86627E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_8699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000261823,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium,ASV_9434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,na,ASV_16580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182949,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,na,ASV_32542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031852,0.000190411,0,0.000154428,0,0,0.0002997,0.000446254,0,0.000886072,0,0,0,0.000168516,0,0.00072678,0,0,0,0.000129032,0,0.000249283,0,0,0,0,0,0,0,0,0,0,0,0.0001294,0,0.000383499,0,7.82546E-05,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,na,ASV_32925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95664E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,na,ASV_9057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000423319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,s__metagenome,ASV_22442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014828,0,0,0,0,0,0,0,0,0.001329989,0,0,0,0,0,0,0,0,0,0,0,0.000270057,0,0,0.000317429,0,0,0,0,0,0,0,0.00042694,0,0,0.001010478,0.00029837,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,s__uncultured_bacterium,ASV_6981,0,0,0,0,0,0,0,0,0,0,0,0.000196489,0,0,0,0,0,0,0,0,0,0,0,0.000124732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,na,ASV_15331,0,0,0,0,0,0,0,0,0,0.000377644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167084,0,0,0,0,0,0.000223371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581574,0.000699376,0,0.000139912,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,na,ASV_27884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65176E-05,0,0,0,0.000507857,0,0.000430199,0,0,0.001509164,0.000786406,0,0.001011041,0,0,0.000502146,0.000130531,0,0.000108457,0,0,0,0.000652236,0,0,0.000907029,0,0,0,0.000639971,0,0,0.000367393,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,na,ASV_33809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19898E-05,0,0,0,0.000271645,0,0.000332478,0,0,0.001855235,0.001052942,0,0,0,0,0.000970687,0.000440191,0,0,0,0,0,0,0,0,0.000992581,0,0,0,0.001286751,0,0,0.000661892,0,0,0.000109975
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,na,ASV_36052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109051,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,na,ASV_3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91328E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,na,ASV_8415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94267E-05,0,0,0.000183869,0,0,0.0008879,0.000361219,0,0.001114211,0,0,0.000603602,0,0,0.002641372,0,0,0.001018739,0.000219234,0,0.00050813,0,0,0,0.004098361,0,0,0,0,0,0,0,0.00039629,0,0.000434918,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__metagenome,ASV_12780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003204253,0.000621504,0,0.000532104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__metagenome,ASV_20022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108947,0,0,0,0,0,0,0,0,0,6.68539E-05,0,0,0,0,0,0,0,0.000174338,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__metagenome,ASV_32664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__metagenome,ASV_34925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__metagenome,ASV_3960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029759,0,0,0,0,0,0,0,0,0,0,0,0.000107276,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__Ohtaekwangia_sp.,ASV_33361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000337905,0,0,0,0,0,0,0.00034573,0,0,0,0,0.001289787,0,0,0.000521348,0,0,0,0,0,0,0,0,0.002737824,0,0,0,0,0,0,0,0,0,0,0.001274079,0.000135596,0.003207187,0.000510218
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__uncultured_bacterium,ASV_1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.90908E-05,0,0,0,0,0,0,0,0,0,8.62664E-05,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_10086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000143164,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_10564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065368,0,0,0,0,0,0,0.017323775,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_13943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000497049,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_14218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98927E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_18522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000241371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_18870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000546262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000193844,0.000381825,0,0.000291375,0,0,0.000319101,0,0,0.000302297,0,0,0.000671599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202429,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_23160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122567,0,0,0.000175944,0,0,0,0.001459869,0,0.000698809,0,0,0.000262329,0,0,0.001161643,0,0,0.000554649,0,0,0,0,0.000115821,0,0,0.001549187,0,0.001779487,6.2027E-05,0.000215506,5.87838E-05,0,0.000525854,0,0.002240555,9.0698E-05,0.00021527,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_23319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000477979,0,0,0,0,0,0,0,0,0,0.000342033,0,0,0,0,0,0,0,0,0,0.00050311,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_24959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692726,0,0,0,0,0,0.00038975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_25436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699021,0,0,0.000358385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480256,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_29433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240469,0.000247402,0,0.000628809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_32646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000595352,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_32723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403852,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_4177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000518217,0,0,0.000193035,0,0,0,0,0,0.001343518,0,0,0.000289729,0,0,0.001119311,0,0,0.00032065,6.52656E-05,0,0.000889228,0,0,0,0.000611471,0,0,0,0,0,0,0.002027086,0.001075963,0,0.000388645,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_8195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266837,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49874E-05
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001058382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005233212,0,0,0.000139912,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001086484,0,0,0,0,0,0.000498789,0,0,0.000465786,0,0,0,0.000244588,0,0,0,0,0,0,0,0,0,0.000155458,0,8.84173E-05,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,na,ASV_9954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000456496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248524,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,s__uncultured_Flexibacter,ASV_26219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000477461,0,8.0457E-05,0,0,0.000217893,0.000148049,0,0,0,0,4.9249E-05,0,0,0,0,0,0,0,0,0,0,0,0.000147504,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,na,na,ASV_16225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45316E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,na,na,ASV_18282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66489E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,na,na,ASV_19124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19898E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,na,na,ASV_24942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001929738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,na,na,ASV_33652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0698E-05,0,0
p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,na,na,ASV_8613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170432,0,0,0,8.15295E-05,0,0,0.000200562,0,0,0,0,0,0,0,0,6.26037E-05,0
