Phylum,Class,Order,Family,Genus,Strain,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_13662,0,0,0.0018142235123367167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_13797,0,0,0,0.009100455022751133,0.024844028520499165,0,0.005912162162162167,0.04683438313039554,0,0,0.029494063240703815,0,0,0.010417194269484531,0,0,0.0101597616665702,0,0,0.010194730813287516,0,0.01053148893173132,0.007823331152801436,0,0,0.0027936884483901747,0,0,0,0,0,7.76287932251235e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,7.353924321433333e-4,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_29709,0.0477178423236515,0,0,0,0,0.0027122569634911997,0.006454602053508958,0.00843782268771206,0.024200654647206585,0.031748512528278545,0.0104777870913663,0,0.0017566974088713168,0,0.00269797522273659,0.015525880399310849,0.007770898621620934,0,0.00240631922225982,0,0.002737088280452425,0.01192065973495722,0.0016522423288749019,0,0,0,0,0.0014728082771825184,0,0,0,2.6681733998807164e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_12413,0,0,0,0.0029498525073746334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_12988,0.004979769685652033,0,0,0,0,0,0.0018180101053029167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002649535423925667,0,0,0,0,0,0,0,0,0,6.976935073463017e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_34424,0.018851697035755417,0.010836584308625934,0.011003864764897819,0.0033333333333333335,0,0.022687149546978234,0.014425592510325049,8.85086295913852e-4,0.0104163829053094,0,0,0.006766647195580396,0.0028974214551927683,0.0034394540268492635,0.0010957188698442516,0,0,0.0012158175874990033,0,0.003401315154236917,5.6232427366448e-4,0.005646203399923355,0.011361564396811233,0,0,0.00472739820565907,0,0,0,0,0,0.007552517295359284,0,5.557778667022367e-4,0,0,0,0,0,0,3.518093727002318e-4,0,0,0,0,0,0,0,0,0,1.9409937888198835e-4,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_21679,0,0,0,0,0,0,0,0,0.0011957629054111484,0,0,0,0.00181159420289855,0,0,0,0,0,1.6735468035256e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_2502,0.021505183350859602,0,0.035049696495754505,0.01833405395759985,0,0.040678353217573016,0.0323159690123301,0.00221271573978462,0.03778392857693178,0.012996699844618065,0.005617977528089883,0.02702713646931527,0.022745140559337268,0.005997709105399409,0.024621387646686796,0.04223731065110311,0.049583271806728384,0.0081811093150904,0.0213563249623632,0.02061670774001495,0.011392375805306878,0.02197205276410508,0.03169891284642505,0,0.00214986204789525,0.0032747719429490414,0.0017501301359776698,0,0,0,0.0010658500221732239,0.0015996236179722416,7.124592674297518e-4,0,0,0,1.9579689335595834e-4,3.7171812028015833e-4,3.71850887793994e-4,0,0,0,0,0,0,0,0,0,0,0,3.5413899955732666e-4,6.05274535235625e-4,0,4.067875406787533e-4,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_249,0,0,0,0,0,0,0,0,0,0,0,4.4493299832495833e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,na,na,na,ASV_8459,0,0,0,0,0,0,0,0,5.5769338017957666e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_7499,0,0,0,0,0,0,0,0,0,0,0.0019537120529005167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Duganella,ASV_12909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.481301445330217e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_28442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.892445867235783e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_24691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262970859985785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_19737,0,0,0,0,0,0,0.0016763469802143834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159698025551684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_31285,0,0,0.012568145758220767,0.002405063291139233,0,0.005668801453107223,0.008917959742620279,0,0.0029478306224679095,0.010313075506445666,0,0,3.548085901027083e-4,0.008410474336686433,0,0,0.012693156732891833,0,0,0.0067266284344182,0,0.0058582728090617086,0.004516294613520449,0,0,0,0,6.1050061050061e-4,4.148689014271483e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_33265,0,0,0.0172674019507493,0,0,0,0,0.001150612184688008,0,0,0,0,0,0.0069092584062643994,0,0,0.027869757174393,0,0,0,0,0,0,0,0,6.512597223772834e-4,0,0,0,0,0,0,0,0,0.0013528138528138532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74833410816675e-5,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_8720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3952005102447584e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_25053,0,0,0,0,0,0,0,0,0,0,0,1.1665888940737283e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_23287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8947626040137e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_36033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8947626040137e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_29954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6061676839062e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,ASV_10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10415149308085e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,na,na,na,ASV_27757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8190086402910402e-4,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,na,na,ASV_33277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90369347600966e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylobacillus,ASV_34097,0,0,0,0,0,1.8284878405558665e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylobacillus,ASV_32361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.972574344255766e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylobacillus,ASV_22401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.192605843768635e-4,0,0,9.037342298376899e-5,0,0,0.0013663139246255084,3.798929587340515e-4,0,6.934700863230934e-4,0,0,9.65763677628085e-5,0,0,0,0,0,0,0.0013426095447333084,0,1.673328995072976e-4,0,0,0,0,0,0,5.153239268251387e-4,0,0,0,2.1346995410396e-4,9.54426151276545e-5,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylophilus,ASV_8453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0936325406572163e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylotenera,ASV_12978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010368066355624682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.189710072063016e-5
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,na,ASV_31877,0,0,0,0,0,2.1332358139818333e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.825554705432284e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylotenera,ASV_6684,0,0,0,0,0,0.007803790412486067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3101621979477e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylotenera,ASV_213,0,0,0,0,0,3.9072039072039e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,na,ASV_25558,0,0,0,0,0,0,0,0,0,0,0,4.8647596808717666e-4,0,0,0,0,0,2.7827469687934835e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylobacillus,ASV_580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44839857651245e-4,1.332876347157165e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,na,ASV_12193,0,0,0,0,0,3.9072039072039e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__uncultured,ASV_4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4513408834632504e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__uncultured,ASV_34418,0,0,0,0,0,0,0,0,0,0,0,8.1528453712358e-4,0,0,0,0,0,0,0,0,0,0,0,0,3.5848718408316836e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,na,na,ASV_34395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0342746801834334e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__uncultured,ASV_17315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.413997627520766e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,na,ASV_15720,0,0,0.003870343492985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.321112515802783e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,na,ASV_35913,0.001256690291245095,0,0,0,0,0,0.001386687797147385,0,0.0011562782294489617,0.0012373174956693883,0,8.113484087102184e-4,0,7.818052594172e-4,8.576329331046317e-4,9.02449643293065e-4,5.201831044527667e-4,0.0021263451299452286,0.0013299478029761668,3.3415014479839665e-4,2.3430178069353336e-4,0.001422510606438732,0.0014577259475218667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8019966122463668e-4,2.4499977727292997e-4,2.1492576794630166e-4,0,0,0,0,0,0,0,0,0,0,1.5467106619921633e-4,2.0343396533485168e-4,2.4314765694076e-4,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,na,ASV_20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2133687472332834e-4,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylobacillus,ASV_3432,0,0,0,0,0,0.0013809063439386082,0,0,0,0,0,0.0015854597421040067,5.042016806722684e-4,6.909258406264401e-4,0,0,0,0.0014001703722827167,0.0013624821308934481,0,0,3.79703141180532e-4,0,0,3.7042524818491665e-4,0.0016863242071808832,0,0.0010873015782562018,2.916812507292033e-4,0,0,9.293942802890033e-4,0,0.001085108109614575,1.9880715705765332e-4,0,0,0,0,0,2.0437359493153502e-4,3.8988754822293336e-4,0,0,0,0,0.00038124974700138394,0,0,0,0,8.646779074794634e-5,0,0,9.404241312832084e-5,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,na,ASV_15686,0.0015126184221001518,0,0,0,0,0,6.63746183459445e-4,0,0,0,0,0,0.0031549639471408417,0,0,0,5.5187637969095e-4,0,8.25082508250825e-4,0,0,0.0019147922051155279,0.0017159053353828781,0,0,2.4189646831156335e-4,0,0,6.293544750878469e-4,0,0,2.903600464576067e-4,0,0,6.337225701451883e-4,0,3.0513853289393334e-4,3.2780030413296214e-4,0,2.638649011706e-4,5.652346523280734e-4,0,0,0,0,0,0,0,1.2358266135261233e-4,0,0,0,0,1.8888161523782166e-4,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,na,ASV_4426,0.008304448545268435,0.002384048547897703,0.002782931354359933,0,0,0.007652802030174773,0.0019270891163156367,0,5.0192404216162e-4,5.858230814294083e-4,0,0.012714558975698629,0.007024669428246116,5.589281211984366e-4,4.500273929717467e-4,8.775673684410585e-4,0,0.012888841999918613,0.00660594693853661,6.405329233922617e-4,0.001531931909535015,0,6.925207756232683e-4,0.0027773751619108414,0.00594220530991228,0,0.0015675520574044482,0,0,7.447864945382318e-4,0.002186562231244034,0,0.0010496160049645934,0,0,9.129918743723184e-5,0,0,1.859254438969974e-4,0,0,0,0,7.814026176987699e-4,0,8.639866792268594e-4,0,0,0,0,1.3721185510428101e-4,0,1.9565990750622503e-4,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,na,ASV_20985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.044862518089732e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Chromobacteriaceae,na,ASV_22929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.713391874110484e-5
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Chromobacteriaceae,na,ASV_31684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4161592732192835e-4
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,na,na,ASV_35570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.285308350892079e-4,0,7.196315486470934e-5,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__IS-44,ASV_11161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0492078480747035e-4,0,0,0,1.012145748987855e-4,0,0,6.21832540496845e-5,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Nitrosospira,ASV_6533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.057618178129433e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Nitrosospira,ASV_9315,0,0,0,0.003441494591937067,0,0,0,0,0,2.3386342376052334e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__mle1-7,ASV_19172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.828269033799939e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__mle1-7,ASV_10507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3721580972367996e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__mle1-7,ASV_17882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42578289566072e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__mle1-7,ASV_34628,0,0,9.276437847866416e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__mle1-7,ASV_31941,0,0,0,0,0,0,0,0,0,1.3655605626109517e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__mle1-7,ASV_17773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.626639061421668e-5,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,ASV_27532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3905531035778e-5,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,ASV_16520,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3085194375517e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,ASV_2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.327488107452667e-5,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,ASV_30752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0672358591248667e-4,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,ASV_14783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0975743606629351e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,ASV_13715,0,0,0,0,0,4.974381933044817e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,na,na,na,na,ASV_27524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1103708638685317e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__SC-I-84,ASV_13369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4154589371980665e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
